Date,Close,High,Low,Open,Volume,Close_3d_fut,Close_7d_fut,Close_15d_fut,Close_30d_fut,dummy_period,period_1,period_2
2018-02-01,3.536562204360962,3.5744103190890377,3.504280283547525,3.5142989701573826,888624,3.5688443183898926,3.751405477523804,3.951777458190918,3.985172271728516,0,0.0,0.0
2018-02-02,3.5844290256500244,3.6011268367593936,3.528769912194623,3.528769912194623,1327128,3.575523614883423,3.7291417121887207,3.893892288208008,4.186657428741455,0,0.0,0.0
2018-02-05,3.4931490421295166,3.58554232181139,3.493149042129517,3.582203016158129,383328,3.534336566925049,3.7046520709991455,3.864948987960816,4.191110134124756,0,0.0,0.0
2018-02-06,3.5688443183898926,3.5732973248239626,3.3506619038516208,3.473110974331756,1686256,3.5744104385375977,3.691294431686402,3.8304407596588135,4.100943088531494,0,0.0,0.0
2018-02-07,3.575523614883423,3.59110823897121,3.537675499007968,3.5621656225744904,1123364,3.751405477523804,3.7402734756469727,3.854930877685547,4.085358619689941,0,0.0,0.0
2018-02-08,3.534336566925049,3.871629055489277,3.4953755164086817,3.587768798713701,2552616,3.7291417121887207,3.6779356002807617,3.951777458190918,3.7547450065612793,0,0.0,0.0
2018-02-09,3.5744104385375977,3.6478802956467513,3.5187515804411698,3.5187515804411698,1287924,3.7046520709991455,3.6979730129241934,3.949550628662109,3.807063817977905,0,0.0,0.0
2018-02-14,3.751405477523804,3.831554460003274,3.601126970329612,3.601126970329612,4186116,3.691294431686402,3.749178647994995,3.896118402481079,3.929513692855835,0,0.0,0.0
2018-02-15,3.7291417121887207,3.812630250895867,3.721349400619678,3.807064057151682,8115228,3.7402734756469727,3.951777458190918,3.896118402481079,3.846025943756104,0,0.0,0.0
2018-02-16,3.7046520709991455,3.771442798607443,3.682388323856945,3.75140516927031,1686256,3.6779356002807617,3.893892288208008,3.898345232009888,3.7770087718963614,0,0.0,0.0
2018-02-19,3.691294431686402,3.74917941307826,3.685728750891803,3.7180106757554103,369776,3.6979730129241934,3.864948987960816,3.962908983230591,3.800384759902954,0,0.0,0.0
2018-02-20,3.7402734756469727,3.773668838763964,3.695746753006228,3.706878369439128,897336,3.749178647994995,3.8304407596588135,3.985172271728516,3.795932292938232,0,0.0,0.0
2018-02-21,3.6779356002807617,3.7892530444527694,3.677935600280762,3.7413862480133,1346972,3.951777458190918,3.854930877685547,4.007436275482178,4.073113918304443,0,0.0,0.0
2018-02-22,3.6979730129241934,3.799271779685241,3.623389972483632,3.7024255055230304,1547832,3.893892288208008,3.951777458190918,3.987399101257324,4.174412727355957,0,0.0,0.0
2018-02-23,3.749178647994995,3.7736687688940593,3.6757093129343703,3.706878300805856,2610212,3.864948987960816,3.949550628662109,3.985172271728516,4.035266399383545,0,0.0,0.0
2018-02-26,3.951777458190918,3.9684752700814063,3.750292326409921,3.750292326409921,2423872,3.8304407596588135,3.896118402481079,3.985172271728516,4.196676254272461,0,0.0,0.0
2018-02-27,3.893892288208008,4.015228695639145,3.8571573583535246,3.984059960082276,1683352,3.854930877685547,3.896118402481079,4.186657428741455,4.270146369934082,0,0.0,0.0
2018-02-28,3.864948987960816,3.9406449523444143,3.812629956479144,3.931739711005196,1487332,3.951777458190918,3.898345232009888,4.191110134124756,4.340275764465332,0,0.0,0.0
2018-03-01,3.8304407596588135,3.9194947100113775,3.819308373591938,3.8849859060406207,1033824,3.949550628662109,3.962908983230591,4.100943088531494,4.348067760467529,0,0.0,0.0
2018-03-02,3.854930877685547,3.89277899397982,3.8148566434061273,3.83378083000785,978648,3.896118402481079,3.985172271728516,4.085358619689941,4.316898345947266,0,0.0,0.0
2018-03-05,3.951777458190918,3.964022777153119,3.868289426375179,3.878308113509472,1145628,3.896118402481079,4.007436275482178,3.7547450065612793,4.25901460647583,0,0.0,0.0
2018-03-06,3.949550628662109,4.007435856067948,3.93285281869361,4.001869662502635,1490236,3.898345232009888,3.987399101257324,3.807063817977905,4.674228668212891,0,0.0,0.0
2018-03-07,3.896118402481079,3.9640228385542113,3.871628791814047,3.941758832112857,2680392,3.962908983230591,3.985172271728516,3.929513692855835,4.597418785095215,0,0.0,0.0
2018-03-08,3.896118402481079,3.937306339115602,3.839346868810754,3.896118402481079,11959156,3.985172271728516,3.985172271728516,3.846025943756104,4.584061622619629,0,0.0,0.0
2018-03-09,3.898345232009888,3.9540035773577697,3.869402614967079,3.896118343272152,8084736,4.007436275482178,4.186657428741455,3.7770087718963614,4.657530784606934,0,0.0,0.0
2018-03-12,3.962908983230591,3.9907384121549674,3.9016844451243,3.9016844451243,2206556,3.987399101257324,4.191110134124756,3.800384759902954,4.560685634613037,0,0.0,0.0
2018-03-13,3.985172271728516,3.999643191939773,3.9651351584429415,3.9651351584429415,808280,3.985172271728516,4.100943088531494,3.795932292938232,4.631928443908691,0,0.0,0.0
2018-03-14,4.007436275482178,4.073113821080396,3.9640227357479008,3.999643963348009,818444,3.985172271728516,4.085358619689941,4.073113918304443,6.305521488189697,0,0.0,0.0
2018-03-15,3.987399101257324,4.055302763869888,3.952890290871386,3.995191413279956,997040,4.186657428741455,3.7547450065612793,4.174412727355957,6.4121413230896,0,0.0,0.0
